"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"GraceNapolitano","Congresswoman from California's 32nd Congressional District in the US House of Representatives",974,8040,13,250,"http://t.co/JXUiD742xC","Rep.Grace Napolitano",1277927286,0,1,"gracenapolitano","El Monte, CA","en","161411080",621,0,"http://pbs.twimg.com/profile_images/463688165140619266/qoncv3qd_normal.jpeg"
"RepRichardNeal","Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA",610,3999,0,15,"http://t.co/CtpF0T1USA","Rep. Richard Neal",1324477110,0,1,"RepRichardNeal","","en","442824717",330,0,"http://pbs.twimg.com/profile_images/2245213250/TP_normal.jpg"
"EleanorNorton","Member of the U.S. Congress",1887,15387,13,422,"http://t.co/eAj7qkFezL","Eleanor H. Norton",1236696466,0,1,"EleanorNorton","Washington, DC","en","23600262",1003,0,"http://pbs.twimg.com/profile_images/593777800588328960/HlNwgiwl_normal.jpg"
"Rep_DevinNunes","",29,819,0,12,"http://t.co/qslO3rsq","Rep. Devin Nunes",1311975622,0,0,"Rep_DevinNunes","Washington, DC","en","344972339",99,0,"http://pbs.twimg.com/profile_images/2870867832/a4da73613b727575cb724e57500bee06_normal.jpeg"
"FrankPallone","The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",6141,14439,3,938,"http://t.co/YkjqVYrbQ7","Rep. Frank Pallone",1239889916,0,1,"FrankPallone","#NJ","en","31801993",1047,0,"http://pbs.twimg.com/profile_images/1274536430/USE_webversion_normal.jpg"
"BillPascrell","I represent the 9th District of New Jersey in the House of Representatives. I currently serve on the Ways and Means and Budget Committees.",887,4736,8,333,"http://t.co/6xjU9xPLNs","Bill Pascrell, Jr.",1253037272,0,1,"BillPascrell","Paterson, NJ","en","74508260",380,0,"http://pbs.twimg.com/profile_images/1318786984/23595_326400899155_303312929155_3795952_7045199_n_normal.jpg"
"RepStevePearce","I represent New Mexico's Second Congressional District.  I am fighting to create jobs in NM and voice New Mexicans' other concerns in Washington.",2620,6908,8,697,"http://t.co/PzmnS9QEXX","Steve Pearce",1294429484,0,1,"RepStevePearce","Hobbs, NM","en","235271965",534,0,"http://pbs.twimg.com/profile_images/3293055498/947a6b253223c153777fa4790018da34_normal.jpeg"
"NancyPelosi","Democratic Leader, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",3243,614255,2,365,"http://t.co/wt2ed3XGGr","Nancy Pelosi ",1218123302,0,1,"NancyPelosi","San Francisco & DC","en","15764644",9901,0,"http://pbs.twimg.com/profile_images/571313158510223360/wnSl3yXF_normal.jpeg"
"RepJoePitts","Joe Pitts represents the 16th Congressional District of Pennsylvania: http://t.co/NpQGE161wQ",1183,7010,0,84,"http://t.co/FjblFT9ApQ","CongressmanJoePitts",1286204988,0,1,"RepJoePitts","Pennsylvania","en","198526130",487,0,"http://pbs.twimg.com/profile_images/1137285495/Twitter_Headshot_normal.jpg"
"RepDavidEPrice","I represent NC's 4th Congressional District in Congress, which includes parts of Alamance, Orange, Durham, Wake, Harnett, Chatham & Cumberland counties.",2063,7720,0,2371,"http://t.co/zg9J7gtFZ7","David E. Price",1276544646,0,1,"RepDavidEPrice","","en","155669457",478,0,"http://pbs.twimg.com/profile_images/990224608/David_Price_normal.jpg"
"CBRangel","Member of the US Congress proudly representing NY's 13th District.  Connect with me @cbrangel, http://t.co/OiROEsaZga and http://t.co/rVp2LcJ3KE.",5413,22394,516,4374,"http://t.co/JImz0RfSyV","Charles Rangel",1235060230,0,1,"cbrangel","Washington DC","en","21312077",1416,0,"http://pbs.twimg.com/profile_images/2653049988/c5f35c7693cdd9fd88096980fa0eed1e_normal.jpeg"
"RepHalRogers","Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Committee @HouseAppropsGOP",2237,5132,549,498,"http://t.co/pssxnE99CF","Hal Rogers",1334087962,0,1,"RepHalRogers","Somerset, KY","en","550401754",341,0,"http://pbs.twimg.com/profile_images/2087954082/Hal_twitter_pic_normal.jpg"
"RepMikeRogersAL","I am proud to represent Alabama's Third Congressional District.",2298,11813,0,2809,"http://t.co/xtRIwQK2MV","Mike Rogers",1240335808,0,1,"RepMikeRogersAL","Washington, D.C./Anniston, AL","en","33977070",930,0,"http://pbs.twimg.com/profile_images/456844301062766592/Yh_5GePq_normal.jpeg"
"RosLehtinen","Blessed to rep beautiful South Florida and the wonderful folks who live here!",17100,71157,1,1345,"http://t.co/4TcYrpc886","Ileana Ros-Lehtinen",1207061970,0,1,"RosLehtinen","Miami, Florida","en","14275291",1580,0,"http://pbs.twimg.com/profile_images/1963257660/AS917198_normal.JPG"
"RepRoybalAllard","Proudly representing the 40th District of California",1575,4019,22,548,"http://t.co/IujVp0da6v","Rep. Roybal-Allard",1328045443,0,1,"RepRoybalAllard","","en","479872233",317,0,"http://pbs.twimg.com/profile_images/523129122151616513/4DgFB1Yk_normal.jpeg"
"RepEdRoyce","U.S. Representative Ed Royce proudly serves California's 39th Congressional District and is Chairman of the @HouseForeign Affairs Committee.",2024,11389,1,466,"http://t.co/IrOQ79yEht","Ed Royce",1296736815,0,1,"RepEdRoyce","Fullerton, CA & Washington, DC","en","246769138",690,0,"http://pbs.twimg.com/profile_images/1238558926/EdwardRoyce-colorheadshot1_normal.jpg"
"Call_Me_Dutch","U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.",1724,5537,55,1161,"http://t.co/uAblmVkUWN","Dutch Ruppersberger",1306420748,0,1,"Call_Me_Dutch","Washington, DC","en","305620929",427,0,"http://pbs.twimg.com/profile_images/466663718932074497/Hzr9q14A_normal.jpeg"
"RepBobbyRush","The official twitter account of Rep. Bobby L. Rush.  For official policy please see http://t.co/biKpeeMhCz.  RT does NOT constitute an endorsement.",633,5385,0,163,"http://t.co/fZruAAdEJY","Bobby L. Rush",1306357165,0,1,"RepBobbyRush","D.C./Chicago & SW Suburbs","en","305216911",435,0,"http://pbs.twimg.com/profile_images/378800000172084485/f1498b4c9a4df5a036d108993be4bf4b_normal.jpeg"
"RepPaulRyan","Office of Representative Paul Ryan. Staff updates on Paul’s work for Wisconsin and @WaysandMeansGOP.  Follow Paul himself @PRyan.",1471,449953,1,2,"http://t.co/P6vyvbMfDw","Paul Ryan",1231795885,0,1,"RepPaulRyan","Janesville, WI","en","18916432",7615,0,"http://pbs.twimg.com/profile_images/575761613669593089/lGpMv3xP_normal.jpeg"
"RepTimRyan","Congressman Tim Ryan, proudly serving Ohio's 13th District in the United States Congress",2476,23161,42,1806,"http://t.co/AfCE33OzuX","Congressman Tim Ryan",1203026252,0,1,"RepTimRyan","Warren, OH","en","13491312",1252,0,"http://pbs.twimg.com/profile_images/593535082867990528/lFLQ8QrX_normal.jpg"
"RepLindaSanchez","Proudly Representing CA's 38th Congressional District; Chair of Congressional Hispanic Caucus; Ranking Member on House Ethics Committee; Diehard Dodgers Fan.",1646,7705,56,1258,"http://t.co/j3uPhHLz80","Linda T. Sánchez",1307379045,0,1,"RepLindaSanchez","Lakewood,CA and Washington,DC","en","312134473",518,0,"http://pbs.twimg.com/profile_images/608036254941364224/wpqShjTF_normal.jpg"
"LorettaSanchez","I proudly represent California's 46th district in Congress. I serve as a Senior Member on both the Armed Services and Homeland Security Committees.",1967,16485,28,14089,"http://t.co/PUiqbha0FR","Loretta Sanchez",1264446490,0,1,"LorettaSanchez","Orange County, CA","en","108376246",981,0,"http://pbs.twimg.com/profile_images/467409797285806080/sssV7D0Z_normal.png"
"JanSchakowsky","Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District",3147,16352,99,996,"http://t.co/qdNbWpz49j","Jan Schakowsky",1236960197,0,1,"janschakowsky","Washington, DC","en","24195214",1095,0,"http://pbs.twimg.com/profile_images/514486647430193152/KgIl6k8w_normal.jpeg"
"RepAdamSchiff","Representing California's 28th Congressional District and Ranking Member of the House Intelligence Committee.",2370,13106,71,637,"http://t.co/Ctv7QpWmtF","Adam Schiff",1239126875,0,1,"RepAdamSchiff","Burbank, CA","en","29501253",720,0,"http://pbs.twimg.com/profile_images/553289858924285952/asUU5hh9_normal.png"
"RepDavidScott","Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",1890,7738,1335,1049,"http://t.co/86ovd85h30","David Scott",1279635032,0,1,"repdavidscott","Georgia","en","168673083",493,0,"http://pbs.twimg.com/profile_images/573169044091613185/bLPRS9I9_normal.jpeg"
"RepBobbyScott","Proudly representing Virginia's 3rd Congressional District. Ranking Member, Committee on Education and the Workforce @edworkforcedems.",1782,10088,200,1852,"http://t.co/SSZ5Gt8nDN","Rep. Bobby Scott",1278014220,0,1,"repbobbyscott","Newport News, VA","en","161791703",631,0,"http://pbs.twimg.com/profile_images/595211873726767104/EdWA2GKH_normal.jpg"
"JimPressOffice","Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",247,2100,17,398,"http://t.co/VNdLE9VEEs","Sensenbrenner Press",1348860693,0,1,"JimPressOffice","","en","851621377",259,0,"http://pbs.twimg.com/profile_images/2659424639/12c9b56de5ac988cf09e6eb02dddb4b4_normal.jpeg"
"RepJoseSerrano","Congressman representing the South Bronx, New York.",2719,12247,21,765,"http://t.co/jXKviVB0sc","Jose E. Serrano",1240243616,0,1,"RepJoseSerrano","Bronx NY-Wash.DC","en","33563161",687,0,"http://pbs.twimg.com/profile_images/3660133461/11799f104946003777b619effc437548_normal.jpeg"
"PeteSessions","I proudly represent the people of Texas' 32nd Congressional District and serve as the Chairman of the House Committee on Rules.",3913,15443,310,792,"http://t.co/ZbESaBtE5q","Pete Sessions",1237226092,0,1,"PeteSessions","","en","24735461",1008,0,"http://pbs.twimg.com/profile_images/1479315255/48918-012-005f_normal.jpg"
"BradSherman","Serving California's San Fernando Valley.  Admission: Some of these tweets are prepared by my staff on my behalf. ReTweets are not an endorsement.",584,7737,1,112,"http://t.co/Ylyf3DDmjz","Brad Sherman",1239370683,0,1,"BradSherman","Sherman Oaks, CA","en","30216513",608,0,"http://pbs.twimg.com/profile_images/131821361/Rep._Sherman_Official_Portrait.sm2_normal.jpg"
"RepShimkus","I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment & Economy Subcommittee. #tcot",7555,12829,14,1017,"http://t.co/VY7n5soIY0","John Shimkus",1217005276,0,1,"RepShimkus","DC & IL-15","en","15600527",1081,0,"http://pbs.twimg.com/profile_images/451465105838833664/CB7M3wqZ_normal.jpeg"
"CongMikeSimpson","U.S. Congressman from Idaho's 2nd Congressional District",361,3725,4,69,"http://t.co/lRNTKPfcmE","Cong. Mike Simpson",1253564786,0,1,"CongMikeSimpson","Washington, D.C. ","en","76132891",354,0,"http://pbs.twimg.com/profile_images/1622590441/Official_Photo_normal.jpg"
"LouiseSlaughter","Honored to serve the people of Rochester and Monroe County, NY. Only microbiologist in Congress and Ranking Member of the House Committee on Rules.",1929,11282,83,1447,"http://t.co/6JvrOBwYzn","Louise Slaughter",1249487587,0,1,"louiseslaughter","NY-25","en","63169388",826,0,"http://pbs.twimg.com/profile_images/474307315772817408/fG7xA9eC_normal.jpeg"
"RepAdamSmith","Proudly serving Washington State's 9th District. Ranking Member of the House Armed Services Committee @HASCDemocrats",1643,9668,5,1394,"http://t.co/bEAIcyoDki","Rep. Adam Smith",1248211915,0,1,"RepAdamSmith","Washington's 9th District","en","58928690",830,0,"http://pbs.twimg.com/profile_images/1554717159/Adam_Official_Photo_small_2009_normal.JPG"
"RepChrisSmith","Proud to represent the 4th Congressional District of New Jersey

https://t.co/dYj7YzIRtq",382,3322,3,72,"http://t.co/a3ZJUqfRSg","Rep. Chris Smith",1363975433,0,1,"RepChrisSmith","","en","1289319271",252,0,"http://pbs.twimg.com/profile_images/3414980130/0fcca9866d108c3847f5b69b896e255c_normal.jpeg"
"LamarSmithTX21","I represent the 21st District of TX in Congress & Chair the Science, Space, and Technology Committee. Join me: http://t.co/Tbx0d5Iq",1342,13286,0,3633,"http://t.co/1dfigsNXcr","Lamar Smith",1218750820,0,1,"LamarSmithTX21","TX21","en","15856366",1078,0,"http://pbs.twimg.com/profile_images/422422565/Lamar_Capitol_Headshot_normal.jpg"
"BennieGThompson","",493,4709,11,405,"http://t.co/POCpyzRcHb","RepBThompson",1255553223,0,1,"BennieGThompson","Bolton, Mississippi","en","82453460",328,0,"http://pbs.twimg.com/profile_images/501754877597347841/O6OEfrSm_normal.jpeg"
"RepThompson","Rep. Mike Thompson represents California's 5th Congressional District and chairs the House Gun Violence Prevention Task Force.",1061,3986,0,276,"http://t.co/nPlTDF4THi","Mike Thompson",1306162686,0,1,"RepThompson","St. Helena, CA","en","303861808",319,0,"http://pbs.twimg.com/profile_images/523103949696421888/YiMUma44_normal.jpeg"
"MacTXPress","Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.",462,3951,5,921,"http://t.co/KnSJ3TPDYS","Mac Thornberry Press",1316630526,0,1,"MacTXPress","United States Capitol","en","377534571",374,0,"http://pbs.twimg.com/profile_images/1553468483/Copy_of_2007.12.04_001_SLR_normal.jpg"
"TiberiPress","for Congressman Pat Tiberi follow @pattiberi",0,3,0,25,NA,"tiberipress",1428435371,0,0,"tiberipress","","en","3145255727",3,0,"http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png"
"RepMikeTurner","I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10",1712,6725,46,1173,"http://t.co/hhH39SKxLO","US Rep. Mike Turner",1246050907,0,1,"RepMikeTurner","Washington, DC and Dayton, OH","en","51228911",531,0,"http://pbs.twimg.com/profile_images/445952873818374144/TZbgdNZ5_normal.jpeg"
"RepFredUpton","I am proud to represent #Michigan's 6th District and serve as Chairman of @HouseCommerce",2762,13129,300,2916,"http://t.co/l6HwKLO9Gs","Fred Upton",1268933675,0,1,"RepFredUpton","St. Joseph, Michigan","en","124224165",821,0,"http://pbs.twimg.com/profile_images/378800000507840583/0dc990a78881b2a41d0dc1e7e751b839_normal.jpeg"
"ChrisVanHollen","Ranking Member, @HouseBudgetDems. Represent Maryland's 8th District. Follows, replies & RTs ≠ endorsement.",1313,24061,250,3817,"http://t.co/F8xR5b0kZu","Chris Van Hollen",1229353229,0,1,"ChrisVanHollen","Maryland's 8th District","en","18137749",1099,0,"http://pbs.twimg.com/profile_images/1299952607/cvhrandom4_normal.jpg"
"NydiaVelazquez","Represents New York's 7th Congressional District in the U.S. House of Representatives.  Top Democrat on House Small Business Committee.",295,7602,34,3048,"http://t.co/encf2UOJp1","Rep. Nydia Velazquez",1278613100,0,1,"NydiaVelazquez","NYC and DC","en","164369297",447,0,"http://pbs.twimg.com/profile_images/1575588063/nv-press-conference-generic_normal.jpg"
"RepVisclosky","Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE",1412,4829,37,781,"http://t.co/NunATQ3IeS","Rep. Pete Visclosky",1285190686,0,1,"RepVisclosky","Northwest, IN - Washington, DC","en","193872188",380,0,"http://pbs.twimg.com/profile_images/568448535402532867/xbUar8z5_normal.png"
"RepGregWalden","Proudly serving the people of Oregon's Second Congressional District.",1454,11725,0,167,"http://t.co/OaQpygP0kf","Rep. Greg Walden",1239903094,0,1,"repgregwalden","Oregon","en","32010840",970,0,"http://pbs.twimg.com/profile_images/499960996849401858/Kto9iFNZ_normal.jpeg"
"MaxineWaters","Proudly serving the people of California's 43rd District in Congress. Ranking Member of the House Financial Services Committee.",1435,26853,31,640,"http://t.co/ODIbQQR7g9","Maxine Waters",1241104665,0,1,"MaxineWaters","Los Angeles/Washington, D.C.","en","36686040",1404,0,"http://pbs.twimg.com/profile_images/378800000824906688/2254719201496ac256c01b484a32d48c_normal.jpeg"
"RepEdWhitfield","Representative Ed Whitfield of Kentucky’s First Congressional District and Chairman of the House Subcommittee on Energy and Power.",802,4810,1,786,"http://t.co/AcRLH7PAM7","Rep. Ed Whitfield",1294349816,0,1,"RepEdWhitfield","Hopkinsville, KY","en","234906311",396,0,"http://pbs.twimg.com/profile_images/378800000021033955/ca92142d10d6f8082d31529eb11a4767_normal.jpeg"
"RepJoeWilson","This is the official Congressional Twitter account for Congressman Joe Wilson (SC-02).",429,4547,9,253,"http://t.co/r5pKmJPZDn","Joe Wilson",1298042325,0,1,"RepJoeWilson","","en","254082173",367,0,"http://pbs.twimg.com/profile_images/1248149359/HighResJPG.AGW_normal.jpg"
"RepDonYoung","Merchant Marine, Teacher, State Rep, State Senator and finally Congressman for all Alaska for the last 40 years.",989,8821,1,599,"http://t.co/6pJmtT9wTN","Rep. Don Young",1241202698,0,1,"repdonyoung","Ft. Yukon, AK","en","37007274",822,0,"http://pbs.twimg.com/profile_images/428103800/DY_Official_photo3_normal.JPG"
"RandyNeugebauer","Proudly representing the 19th District of Texas, which stretches across 29 counties in West Texas and the Big Country.",3636,10648,109,2999,"http://t.co/itHIdG69sg","Randy Neugebauer",1240422382,0,1,"RandyNeugebauer","Lubbock, TX","en","34340464",908,0,"http://pbs.twimg.com/profile_images/3565341037/ba163c8a6a5ce810fb0d26c0f92af220_normal.jpeg"
"RepMattSalmon","Proudly representing the 5th District of #AZ in Congress #AZ05 Visit my page at http://t.co/eZcoaxUDKb",2782,7071,24,2540,"http://t.co/Cg2hmwHVwh","Matt Salmon",1357689957,0,1,"RepMattSalmon","","en","1072382221",468,0,"http://pbs.twimg.com/profile_images/601090924748365824/rJxUp-Yd_normal.jpg"
"RepSanfordSC","Proudly representing South Carolina's First Congressional District. Find me on FB at http://t.co/B7kL7zlv7I",242,1996,13,253,"http://t.co/nPQcn4g3sC","Mark Sanford",1370915744,0,1,"RepSanfordSC","SC-01","en","1499993378",150,0,"http://pbs.twimg.com/profile_images/3783874640/6f569566df57af92b4072438e0fd5f0b_normal.jpeg"
"GKButterfield","The Official Twitter Page of U.S. Congressman G. K. Butterfield, 1st District of North Carolina",1178,5338,31,358,"http://t.co/0Be8EM6qOP","G. K. Butterfield",1323451042,0,1,"GKButterfield","","en","432676344",363,0,"http://pbs.twimg.com/profile_images/570970632758636544/3TqSV_Aq_normal.jpeg"
"RepJimCosta","Costa represents California's 16th District. He serves on the Agriculture & Natural Resources Committees. This account is for official use only.",971,3833,14,440,"http://t.co/lCxczJ32HJ","Rep. Jim Costa",1296499343,0,1,"RepJimCosta","","en","245451804",330,0,"http://pbs.twimg.com/profile_images/2823385828/5fdd3febd6729c9077a2e35710d3b93f_normal.jpeg"
"RepDWStweets","U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.",1196,5814,90,1970,"http://t.co/L7PfQxOrER","D. Wasserman Schultz",1359750685,0,1,"RepDWStweets","Weston & Washington","en","1140648348",269,0,"http://pbs.twimg.com/profile_images/524299007837736960/lj6PseJx_normal.jpeg"
"RepTomPrice","Representative from Georgia's Sixth Congressional District and Chairman of the House Budget Committee.",4722,24018,27,2897,"http://t.co/ENQQAp6tTH","Tom Price",1180985079,0,1,"RepTomPrice","Washington, D.C. ","en","6577802",1593,0,"http://pbs.twimg.com/profile_images/2600098227/cnih7vabe8dh1znqqcr0_normal.jpeg"
"RepWestmoreland","U.S. Representative proudly serving Georgia's Third Congressional District.",2691,8359,145,562,"http://t.co/E0hBA3IvbQ","Lynn Westmoreland",1272302378,0,1,"RepWestmoreland","","en","137407124",573,0,"http://pbs.twimg.com/profile_images/1212806898/FB_Official_normal.jpg"
"RepLipinski","Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at http://t.co/The2w76j",858,2632,76,801,"http://t.co/CHbyJlgm","Rep. Daniel Lipinski",1355418186,0,1,"RepLipinski","","en","1009269193",249,0,"http://pbs.twimg.com/profile_images/2971346902/d1cb42b1effd617fc324380327c90c99_normal.jpeg"
"RepBoustany","South Louisiana's voice on Capitol Hill. Trade. Energy. Taxes. Vets. #LA03 @WaysandMeansGOP",826,6000,5,525,"http://t.co/FYFJi5Do0W","Charles Boustany",1297199708,0,1,"RepBoustany","Washington, DC/South Louisiana","en","249339682",423,0,"http://pbs.twimg.com/profile_images/378800000227779259/ee5af5fc97a925239319d0db6e059018_normal.jpeg"
"RepCleaver","This is the official Twitter page of Congressman Emanuel Cleaver, II, representing Missouri's Fifth District.",2661,14427,9,687,"http://t.co/3wEzD4GSmf","Rep. Emanuel Cleaver",1278443687,0,1,"repcleaver","","en","163570705",721,0,"http://pbs.twimg.com/profile_images/378800000443568709/7475415f02320d718d83f419ec3517d8_normal.jpeg"
"JeffFortenberry","U.S. Representative for the First Congressional District of Nebraska",1544,10384,0,2173,"http://t.co/beLyQVqp1e","Jeff Fortenberry",1231517659,0,1,"JeffFortenberry","Lincoln, NE / Washington, D.C.","en","18805303",842,0,"http://pbs.twimg.com/profile_images/311530607/twitterphoto_normal.jpg"
"RepBrianHiggins","Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/UXbxkBzmNe",7651,13477,0,2363,"http://t.co/heWa4g95dy","Brian Higgins",1240246026,0,1,"RepBrianHiggins","WNY and Washington, DC","en","33576489",723,0,"http://pbs.twimg.com/profile_images/523096705030320129/55nJtODk_normal.jpeg"
"VirginiaFoxx","Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.",2565,12947,6,1381,"http://t.co/v3FwVSsRH1","Virginia Foxx",1221226207,0,1,"virginiafoxx","Banner Elk, NC","en","16256269",1131,0,"http://pbs.twimg.com/profile_images/729994660/Foxx_Official_Headshot_-_web_normal.JPG"
"PatrickMcHenry","I represent the citizens of North Carolina’s 10th District in the United States Congress.",2786,14882,6,3900,"http://t.co/fKHDu4b6V5","Patrick McHenry",1238431359,0,1,"PatrickMcHenry","Denver, NC","en","27676828",1090,0,"http://pbs.twimg.com/profile_images/1253871844/PMC_twitter_normal.jpg"
"RepFitzpatrick","Proudly representing #PA8 in the US House of Representatives. Husband. Dad. @Eagles fan.      #BetterJobsMoreOpportunity",4612,8438,783,1082,"http://t.co/XKNHAfCEMB","Mike Fitzpatrick",1294965529,0,1,"RepFitzpatrick","Langhorne, PA","en","237944147",547,0,"http://pbs.twimg.com/profile_images/552167537664749569/uiznx6_o_normal.jpeg"
"RepLouieGohmert","Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",3406,46532,1,451,"http://t.co/dvOOcVB1hy","Louie Gohmert",1235679268,0,1,"replouiegohmert","","en","22055226",1380,0,"http://pbs.twimg.com/profile_images/378800000474059588/ae423b08bb7a6e382fbd54184d3257a9_normal.jpeg"
"JudgeTedPoe","Member of Congress, representing the second district of the great state of Texas",2679,13542,5,526,"http://t.co/oI5YymTdZ7","Ted Poe",1252946424,0,1,"JudgeTedPoe","Humble, Texas","en","74198348",1010,0,"http://pbs.twimg.com/profile_images/459598371/TP_highres_normal.jpg"
"RepAlGreen","Proud to represent the Ninth Congressional District of Texas in the United States House of Representatives.",407,8372,0,172,"http://t.co/oPgLvA0EBr","Congressman Al Green",1276708823,0,1,"RepAlGreen","Houston, TX","en","156333623",555,0,"http://pbs.twimg.com/profile_images/3316330449/984c689254421a8e1dbb6cc32391053f_normal.jpeg"
"152","Proud to represent the Ninth Congressional District of Texas in the United States House of Representatives.",407,8372,0,172,"http://t.co/oPgLvA0EBr","Congressman Al Green",1276708823,0,1,"RepAlGreen","Houston, TX","en","156333623",555,0,"http://pbs.twimg.com/profile_images/3316330449/984c689254421a8e1dbb6cc32391053f_normal.jpeg"
"ConawayTX11","I am proud to serve the 11th Congressional District of Texas! I can be reached via website below or phone: 202-225-3605.",619,4935,2,1423,"http://t.co/CR8m9Gxrif","Mike Conaway",1304949410,0,1,"ConawayTX11","","en","295685416",421,0,"http://pbs.twimg.com/profile_images/378800000851285720/a7a4a89aaed5c9dc32139c0d79c4ffcc_normal.jpeg"
"RepKenMarchant","Proudly representing the 24th Congressional District of Texas | Member of @WaysandMeansGOP and House Ethics Committee",4669,12818,19,2209,"http://t.co/oo2nzXGA8N","Kenny Marchant",1236874758,0,1,"RepKenMarchant","Irving and Washington, D.C.","en","23976316",1025,0,"http://pbs.twimg.com/profile_images/2645758686/89e205cff6e2c817ea71dfde513483f3_normal.jpeg"
"RepCuellar","Serving the 28th District of Texas in U.S. House of Representatives",3248,9754,217,1913,"http://t.co/rZ3u1gyJo5","Rep. Henry Cuellar",1288642817,0,1,"RepCuellar","Laredo, Texas / Washington DC","en","210926192",577,0,"http://pbs.twimg.com/profile_images/466232641037930496/u-Oi9Vih_normal.jpeg"
"CathyMcMorris","Proudly serving Washington's beautiful 5th District in Congress, Chair of the House Republican Conference. Mom of three.",3995,22953,474,5235,"http://t.co/tyngYTYPzM","CathyMcMorrisRodgers",1228778235,0,1,"cathymcmorris","Spokane, WA & Washington, DC","en","17976923",1479,0,"http://pbs.twimg.com/profile_images/528712597080506368/Jod4viTo_normal.png"
"DaveReichert","Representative of the Eighth Congressional District in Washington State",1924,9947,0,3027,"http://t.co/xGxisoccFO","Dave Reichert",1220386346,0,1,"davereichert","Auburn, Washington","en","16102244",920,0,"http://pbs.twimg.com/profile_images/75071220/Reichert_013_normal.jpg"
"RepGwenMoore","Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",3881,12110,232,590,"http://t.co/PvnfKm0fsv","Gwen Moore",1236110577,0,1,"RepGwenMoore","Washington, DC","en","22669526",942,0,"http://pbs.twimg.com/profile_images/530854955851075584/wpsnmkqk_normal.jpeg"
"DorisMatsui","Doris represents California's 6th Congressional District - including the capital city of Sacramento. She is a Member of the Energy and Commerce Committee.",1407,10474,12,6380,"http://t.co/dt820eUUHc","Rep. Doris Matsui",1241637650,0,1,"DorisMatsui","Sacramento, CA","en","38254095",649,0,"http://pbs.twimg.com/profile_images/1247210808/dom_photo_normal.JPG"
"USRepRickNolan","This is the official Twitter account for U.S Congressman Rick Nolan, proudly serving the people of Minnesota's 8th Congressional District.",1602,4151,92,812,"http://t.co/Yv7W0ZPnhx","US Rep. Rick Nolan",1357149088,0,1,"USRepRickNolan","","en","1055685948",332,0,"http://pbs.twimg.com/profile_images/611909741594456064/OrtjDD19_normal.jpg"
"RepBillShuster","Member of Congress and Chairman of the House Transportation & Infrastructure Committee. Proudly representing the people of PA's 9th district.",2655,11785,4,858,"http://t.co/cXqRPxrbJ1","Bill Shuster",1236024242,0,1,"RepBillShuster","Hollidaysburg, PA","en","22527499",963,0,"http://pbs.twimg.com/profile_images/1181641364/121705WFSPortrait_normal.JPG"
"Rep_Albio_Sires","Completing a Holiday off Here because now i'm Bringing in $650 day-to-day at work internet based inside my house. All my ambitions now emerged perfect.",1,27,0,6,NA,"Big Luxery",1384401718,0,0,"rep_albio_sires","","en","2193480787",8,0,"http://pbs.twimg.com/profile_images/378800000737450246/9f3df6a0adaabd805b247e0304a08012_normal.jpeg"
"RepMcNerney","Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J",747,5156,57,491,"http://t.co/GOFOgB5Ch5","Jerry McNerney",1317822778,0,1,"RepMcNerney","Stockton, CA","en","385429543",362,0,"http://pbs.twimg.com/profile_images/453602967006896128/sMQhAO6K_normal.jpeg"
